student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paidTuition,activities,free_time,going_out,mobile_time,tv_watch_time,health,absences,G1,G2,G3,no_of_hours,Average_Grade,Max_Score,G4
107160,MS,M,17,U,LE3,T,0,0,Hybrid,Full_time,2,0,0,no,2,no,3,1,2,2,3,2,13,19,17,19,2,19,19,115
272415,MS,F,18,U,GT3,T,3,2,Full_time,Full_time,3,2,0,yes,3,yes,1,4,1,0,3,4,6,14,8,6,10,9,14,33
647881,GP,F,15,U,GT3,A,2,0,At_home,Hybrid,1,1,0,yes,2,yes,2,3,0,5,3,0,5,14,0,0,7,6,17,11
755644,MS,M,20,U,LE3,T,2,0,Hybrid,Hybrid,0,4,0,yes,3,no,1,3,0,2,4,1,8,0,18,18,5,12,18,93
541299,MS,F,20,U,GT3,T,0,0,Hybrid,Full_time,0,0,0,no,1,yes,2,0,3,1,1,2,19,14,16,14,3,15,17,66
268923,MS,F,21,U,LE3,T,0,2,Hybrid,Hybrid,1,0,2,no,1,no,3,0,0,0,1,1,28,18,6,4,1,9,19,21
644666,GP,F,18,R,GT3,A,3,1,At_home,Hybrid,1,5,1,no,2,yes,1,2,2,4,1,1,10,5,7,3,10,5,8,30
763851,MS,M,19,U,LE3,A,0,1,At_home,Hybrid,4,5,0,yes,2,no,1,1,1,3,2,2,7,18,12,16,7,14,18,78
951932,MS,M,16,R,GT3,A,2,1,Full_time,At_home,0,6,2,yes,2,no,1,1,0,0,0,1,21,3,0,6,3,4,6,30
952868,GP,F,17,R,GT3,A,2,0,Full_time,Hybrid,2,0,0,no,3,no,2,3,0,1,1,1,14,10,8,17,7,12,17,94
887891,GP,M,15,R,GT3,T,2,1,Full_time,At_home,1,5,0,no,1,no,2,2,2,3,1,1,10,15,8,4,1,9,16,22
506896,MS,F,21,U,LE3,A,2,2,At_home,At_home,2,0,0,no,2,yes,1,4,3,0,3,3,22,0,2,19,6,6,18,91
643593,MS,M,19,R,LE3,T,0,0,Full_time,Full_time,0,5,0,no,3,yes,2,4,0,2,4,4,7,17,0,13,5,11,16,60
266373,GP,F,17,R,GT3,T,2,0,Hybrid,Full_time,0,3,0,no,1,yes,3,3,1,0,1,3,5,9,0,8,6,5,8,50
788052,GP,F,20,R,GT3,A,2,1,Hybrid,At_home,2,0,0,yes,1,yes,1,3,2,3,1,2,0,2,5,11,7,6,12,65
794707,GP,M,16,R,GT3,A,1,1,Full_time,At_home,0,2,0,yes,1,yes,3,1,3,2,3,2,14,12,18,4,2,10,17,20
248261,MS,M,17,R,GT3,A,2,0,Full_time,Full_time,3,0,2,yes,3,yes,3,0,4,2,4,3,9,14,17,5,3,11,14,24
762955,GP,M,16,U,GT3,A,0,2,At_home,At_home,1,3,1,yes,1,yes,2,2,3,2,4,4,16,9,8,6,7,9,9,39
577364,GP,F,14,U,GT3,T,3,1,Hybrid,At_home,1,3,3,no,2,yes,3,0,2,3,2,5,8,6,19,9,3,13,19,49
164370,MS,M,20,U,GT3,T,0,0,Full_time,Full_time,4,2,0,no,3,yes,3,1,3,3,2,2,15,2,15,1,5,7,15,7
364065,GP,F,18,R,LE3,A,1,3,Full_time,Hybrid,1,1,0,no,1,no,3,2,2,1,1,5,1,10,8,9,7,9,10,72
727564,MS,F,18,R,LE3,T,0,3,Hybrid,Full_time,0,4,0,no,1,no,3,1,3,3,1,3,5,7,12,1,7,7,10,6
358741,GP,F,18,R,GT3,A,1,0,Hybrid,Full_time,2,2,0,yes,3,yes,1,4,1,4,0,0,20,1,1,3,9,1,2,15
102387,GP,F,18,U,GT3,A,0,2,At_home,Hybrid,1,0,0,yes,2,no,2,3,1,4,2,3,11,8,19,1,3,9,17,11
438410,MS,F,20,R,GT3,A,1,0,Full_time,Hybrid,1,4,0,no,3,yes,1,1,2,3,0,0,2,10,19,15,7,14,19,73
442510,MS,M,18,U,GT3,A,0,2,Hybrid,Hybrid,2,3,0,yes,2,yes,1,1,0,0,3,5,15,3,9,1,8,5,10,16
331372,GP,M,16,R,GT3,A,1,1,Hybrid,At_home,2,3,0,yes,3,yes,1,1,4,1,1,5,24,17,4,18,3,14,17,102
104825,GP,F,18,U,GT3,T,1,0,At_home,Full_time,3,4,0,yes,2,no,3,2,2,1,2,3,5,13,0,3,7,5,14,16
105282,MS,F,20,R,LE3,A,1,0,At_home,Full_time,1,0,2,no,2,no,1,0,3,3,3,3,9,20,2,13,4,11,19,74
610407,GP,F,16,U,GT3,T,0,0,Full_time,At_home,2,2,0,no,2,no,1,2,2,3,0,0,11,12,13,5,4,10,13,22
115451,GP,F,15,U,LE3,T,3,1,At_home,At_home,1,0,1,no,1,no,1,2,1,5,4,4,14,2,11,4,4,5,10,16
352622,GP,M,18,R,LE3,A,2,0,At_home,Hybrid,1,4,0,yes,3,no,2,1,1,4,1,4,26,16,12,12,3,11,17,54
862294,GP,M,16,U,LE3,T,1,0,At_home,At_home,1,3,2,no,1,yes,1,3,3,0,3,3,11,7,11,6,0,7,10,30
773265,GP,F,17,R,GT3,T,1,0,Full_time,Full_time,0,5,0,yes,2,yes,2,4,2,3,0,2,16,16,15,1,6,10,16,7
855015,GP,M,15,R,LE3,T,2,0,Hybrid,Hybrid,2,3,1,no,1,yes,2,4,3,5,1,2,8,9,12,5,7,10,14,24
233770,MS,F,16,R,LE3,A,1,0,Full_time,Hybrid,3,5,3,yes,2,yes,2,3,1,5,3,5,0,15,5,11,9,10,18,55
772252,MS,M,17,U,LE3,T,2,0,Hybrid,At_home,4,4,2,yes,2,yes,3,1,3,4,4,3,21,6,9,13,2,10,13,73
882586,MS,M,19,U,GT3,A,1,3,At_home,Full_time,1,4,0,yes,2,no,1,4,2,0,3,3,16,0,0,17,8,6,16,89
672356,GP,F,21,R,GT3,A,0,2,At_home,Hybrid,2,6,0,yes,3,yes,1,1,1,2,2,3,18,13,3,4,10,7,12,28
858974,MS,M,16,R,LE3,A,0,1,Hybrid,Full_time,2,3,0,no,1,yes,3,3,2,2,0,1,1,4,17,7,5,10,18,33
696014,MS,M,18,R,LE3,T,1,1,Full_time,At_home,1,1,0,no,3,yes,2,3,2,1,2,2,25,11,19,4,9,11,20,23
965134,GP,M,16,R,GT3,T,3,0,Hybrid,Full_time,2,3,0,no,2,no,1,0,0,2,3,1,1,1,9,2,5,4,10,12
522905,MS,M,14,U,LE3,A,2,2,At_home,At_home,1,0,0,yes,1,yes,3,4,1,2,1,1,10,8,1,3,0,4,8,18
332198,GP,M,14,U,GT3,A,1,1,Hybrid,Hybrid,1,4,0,no,3,no,3,4,3,2,0,1,2,9,15,6,9,10,15,41
131604,GP,F,18,U,GT3,A,3,3,Full_time,Hybrid,3,0,0,no,3,no,3,3,2,2,2,0,7,3,5,13,8,6,13,74
214751,MS,F,16,U,LE3,T,0,0,At_home,Hybrid,0,2,0,yes,2,no,2,1,1,4,3,0,9,0,15,14,6,10,15,71
431601,GP,F,20,R,GT3,T,2,0,At_home,At_home,0,5,0,no,1,yes,3,1,2,3,1,4,25,18,16,7,7,13,18,42
456671,MS,M,18,R,GT3,A,2,2,At_home,Hybrid,3,3,0,yes,3,no,1,4,3,0,3,0,1,4,8,15,3,10,16,86
668075,MS,F,17,U,LE3,A,1,1,Hybrid,Full_time,2,4,1,no,2,no,2,4,1,2,1,5,5,4,5,11,5,7,12,58
527531,MS,F,17,U,GT3,T,1,0,Full_time,Hybrid,1,1,0,yes,3,yes,3,1,1,0,0,0,13,6,0,9,4,6,8,48
394179,GP,F,20,R,GT3,A,0,2,At_home,At_home,3,5,3,no,3,yes,2,3,0,1,3,2,25,15,16,7,7,12,18,47
659132,GP,M,15,R,GT3,T,1,2,Full_time,At_home,1,0,0,no,3,no,2,2,1,1,2,1,28,12,0,8,6,8,12,45
605482,GP,M,14,R,LE3,A,1,0,Hybrid,Full_time,0,0,0,no,2,yes,3,4,2,2,0,1,18,9,9,2,6,8,10,22
378964,MS,F,19,R,GT3,A,1,0,At_home,Hybrid,3,4,0,no,1,yes,1,1,1,1,2,2,9,18,13,15,3,15,18,75
319077,MS,F,18,R,GT3,A,3,3,At_home,At_home,0,5,0,no,1,no,2,0,1,4,5,1,22,5,14,8,2,10,15,55
408820,MS,F,21,R,LE3,A,1,2,Hybrid,At_home,2,0,0,yes,2,yes,2,3,0,0,2,2,16,7,9,1,6,4,10,12
857321,GP,M,17,R,GT3,T,2,0,Hybrid,At_home,4,0,0,no,3,yes,3,0,3,1,4,0,12,17,7,3,0,10,17,21
412058,MS,F,19,U,LE3,T,2,1,Hybrid,Full_time,1,1,0,no,2,yes,1,3,0,1,2,5,1,17,6,0,1,8,17,3
756095,MS,F,16,R,LE3,T,1,0,Hybrid,Full_time,1,0,0,yes,3,yes,2,2,3,3,2,1,23,15,12,17,4,14,16,91
434894,MS,F,17,U,GT3,T,0,0,Full_time,Hybrid,0,4,0,no,2,yes,2,2,2,0,0,4,11,17,11,0,2,8,15,2
123968,GP,M,20,R,LE3,A,2,1,At_home,Full_time,0,5,0,yes,3,no,1,3,0,0,0,3,1,9,8,2,3,7,10,6
406768,GP,F,17,U,GT3,T,1,1,Full_time,Hybrid,1,2,0,no,2,no,3,5,1,1,0,3,21,7,9,10,2,9,10,50
464542,GP,M,19,U,GT3,A,3,2,Full_time,Full_time,3,0,0,yes,1,no,2,0,4,3,3,0,15,13,1,0,0,6,13,3
680034,MS,M,17,R,GT3,T,2,0,At_home,At_home,2,0,0,yes,2,no,1,3,1,0,4,1,5,16,2,8,9,9,16,51
432408,GP,M,18,R,LE3,A,0,0,Hybrid,Hybrid,3,3,0,yes,3,yes,1,2,1,1,3,2,24,14,6,15,6,12,14,68
224458,GP,F,17,U,GT3,T,2,3,Hybrid,Hybrid,0,4,0,yes,3,yes,1,2,2,0,1,2,8,14,18,1,9,10,17,7
922929,MS,F,16,U,GT3,A,0,1,At_home,At_home,2,3,0,yes,1,no,2,1,2,3,1,3,18,4,11,13,1,10,14,81
500457,GP,M,17,U,GT3,A,3,2,Full_time,Hybrid,3,2,0,no,3,yes,3,3,2,4,0,0,26,6,4,0,1,4,5,2
838356,GP,M,17,R,LE3,A,0,1,Hybrid,Full_time,1,1,0,yes,1,yes,2,4,1,2,4,4,12,0,12,1,2,5,12,12
307080,GP,F,20,U,LE3,T,1,1,At_home,Full_time,1,6,0,no,2,yes,2,0,1,2,3,3,13,16,3,4,8,9,19,21
816999,MS,F,21,R,LE3,A,3,0,Hybrid,Full_time,0,2,0,no,2,no,2,0,3,4,2,4,6,0,3,5,8,1,6,27
641345,MS,F,15,U,LE3,A,0,0,Hybrid,Full_time,3,1,0,yes,1,yes,1,1,2,3,3,3,29,6,3,14,2,7,14,77
411844,GP,F,19,R,LE3,T,0,1,Full_time,At_home,1,2,2,no,2,yes,2,4,0,5,0,0,9,6,2,18,3,9,18,103
879176,GP,M,19,U,LE3,T,2,0,Full_time,Hybrid,2,0,1,no,3,no,2,0,1,3,5,4,19,8,13,9,2,10,11,45
638720,GP,M,20,R,LE3,T,3,0,Full_time,Hybrid,4,0,0,yes,3,yes,3,5,0,1,2,1,3,0,10,4,5,5,12,20
685776,GP,F,14,R,GT3,A,0,3,At_home,Hybrid,2,0,0,yes,3,yes,2,2,2,2,4,3,14,16,11,11,4,13,18,59
723487,GP,F,20,R,LE3,A,2,2,Full_time,Hybrid,2,2,0,no,3,no,2,0,2,2,0,3,28,18,0,15,1,11,19,79
643241,MS,F,18,R,LE3,T,1,1,Full_time,At_home,3,3,0,yes,1,yes,1,0,0,0,1,1,11,13,6,10,8,9,12,52
356039,GP,M,18,R,GT3,A,1,0,Full_time,At_home,2,3,1,yes,1,no,3,1,0,3,2,1,1,12,4,10,7,8,13,50
313905,MS,F,17,U,GT3,A,3,1,At_home,Full_time,1,2,0,yes,3,yes,1,1,0,0,0,3,16,10,18,18,6,14,17,90
215864,MS,M,14,R,GT3,T,1,0,Full_time,Hybrid,4,0,0,yes,3,yes,2,0,1,2,0,0,15,18,15,15,2,16,17,78
598793,MS,F,19,R,LE3,A,2,1,Hybrid,Hybrid,2,0,3,no,3,no,3,2,2,1,0,2,27,14,8,4,0,10,14,27
827592,GP,M,14,U,GT3,T,0,0,Hybrid,Full_time,1,1,0,no,3,yes,2,3,0,3,3,0,21,8,10,6,4,8,12,39
129347,MS,F,17,U,GT3,A,1,1,At_home,At_home,0,1,0,no,3,yes,1,5,2,4,5,0,9,18,12,12,0,14,19,72
645537,GP,M,20,U,GT3,A,1,1,Full_time,At_home,2,6,0,yes,2,no,1,0,0,4,3,4,24,15,3,17,2,12,17,94
546674,MS,F,20,R,LE3,T,0,0,Full_time,Hybrid,0,5,0,no,3,yes,1,2,0,0,2,3,26,17,13,10,9,13,19,53
316265,MS,M,20,U,GT3,A,1,0,Full_time,Full_time,1,1,0,no,2,no,2,0,1,2,2,3,26,6,8,14,9,9,13,74
581712,MS,F,19,R,GT3,T,2,3,Hybrid,At_home,2,1,0,yes,3,yes,2,2,2,1,4,0,3,5,11,10,5,10,12,59
213346,GP,M,19,R,LE3,T,1,0,At_home,Hybrid,1,0,2,yes,2,no,2,2,3,4,2,2,11,9,4,19,4,12,19,95
969874,MS,M,15,R,LE3,A,1,1,At_home,Hybrid,2,1,1,yes,2,no,3,0,0,3,0,0,5,20,14,21,0,18,19,96
992213,GP,M,16,R,LE3,T,0,2,At_home,Full_time,1,0,0,no,1,no,1,2,3,0,2,3,20,4,3,10,10,5,12,63
496018,MS,M,18,U,GT3,T,0,2,At_home,Hybrid,0,5,0,yes,3,yes,3,0,2,4,1,1,26,13,8,7,1,9,12,39
987858,GP,M,15,R,LE3,A,2,1,At_home,Full_time,3,2,0,yes,3,no,1,1,2,4,0,2,17,16,8,4,6,9,17,36
735374,GP,F,19,U,GT3,T,1,0,Full_time,At_home,0,4,0,no,2,no,1,0,0,3,0,3,7,12,12,-1,3,8,13,-3
856120,MS,M,15,U,GT3,T,1,0,At_home,At_home,4,2,0,no,1,no,2,2,1,3,2,4,21,14,18,7,2,14,18,36
380177,MS,F,20,R,LE3,T,0,2,Hybrid,At_home,2,1,0,no,1,yes,2,1,2,1,4,1,17,4,9,3,5,5,11,28
659376,MS,F,15,U,GT3,T,0,1,At_home,At_home,3,5,0,yes,2,no,3,2,0,1,3,5,19,8,8,12,7,10,14,68
733289,MS,F,19,U,GT3,A,1,0,Full_time,At_home,3,2,0,no,3,yes,3,1,3,1,2,5,9,11,1,14,8,9,13,67
903959,GP,M,21,R,LE3,T,0,0,Hybrid,At_home,0,1,0,no,1,yes,3,0,2,4,1,0,-1,14,13,8,1,12,13,32
403149,MS,F,21,U,GT3,T,2,2,At_home,Full_time,1,4,0,yes,2,no,1,0,2,1,0,1,15,11,11,11,4,10,10,61
840594,MS,M,20,R,LE3,A,2,0,At_home,Full_time,1,3,0,no,1,yes,2,2,3,3,5,0,2,10,13,0,5,8,13,-2
366550,MS,F,16,U,GT3,A,2,2,At_home,Hybrid,3,1,0,yes,2,no,2,0,2,5,1,3,1,1,0,8,5,2,6,41
544977,GP,F,19,R,GT3,T,0,3,Full_time,Hybrid,3,5,0,no,3,no,1,3,1,3,4,5,12,7,13,2,3,8,14,10
194538,GP,M,14,R,GT3,T,2,0,Full_time,At_home,3,0,0,no,1,yes,2,3,1,3,0,1,27,2,8,10,1,5,9,42
555563,MS,F,15,R,GT3,A,2,0,Hybrid,At_home,2,0,0,yes,3,yes,1,4,0,0,5,4,7,0,3,18,10,7,18,97
828487,MS,F,18,U,GT3,T,0,1,Full_time,At_home,3,0,0,no,1,yes,2,0,0,0,0,3,13,20,4,13,2,12,19,69
234191,GP,M,19,R,GT3,A,0,1,Full_time,At_home,3,0,0,yes,2,yes,1,4,0,1,2,4,23,12,10,6,7,10,13,28
871448,GP,M,14,U,LE3,T,0,2,Hybrid,Hybrid,3,2,0,yes,2,yes,3,1,3,0,3,4,28,19,17,1,8,12,18,19
158935,MS,F,17,R,GT3,T,1,3,At_home,At_home,0,1,0,no,3,no,1,0,1,1,0,1,13,21,4,17,8,14,20,100
878247,GP,F,19,R,LE3,A,1,0,Full_time,Full_time,2,4,0,yes,1,yes,2,0,1,3,3,1,-1,12,1,16,9,9,15,75
158327,GP,F,16,R,LE3,T,2,0,Hybrid,Full_time,1,3,0,yes,2,no,1,0,2,2,2,4,1,1,7,2,4,4,8,12
945526,MS,M,15,R,LE3,A,0,0,Hybrid,Hybrid,3,0,1,yes,2,no,3,4,2,0,4,1,17,0,18,18,4,12,18,89
842769,GP,F,14,U,LE3,A,2,0,Full_time,At_home,3,1,1,yes,1,yes,3,2,4,4,3,1,6,14,1,2,6,7,13,18
201815,MS,M,18,U,GT3,A,3,0,Hybrid,At_home,4,2,3,yes,2,no,3,4,1,0,5,3,19,19,11,14,6,14,18,72
464276,MS,M,14,U,LE3,T,3,0,Hybrid,Full_time,3,4,0,yes,1,yes,3,4,1,1,5,1,5,0,18,0,1,6,17,10
444629,MS,M,20,R,LE3,T,2,0,Hybrid,Full_time,0,6,0,no,3,yes,3,5,1,3,0,2,27,15,4,9,4,9,16,52
197196,MS,M,20,U,GT3,A,1,0,Full_time,At_home,3,1,0,yes,1,yes,1,2,0,2,3,1,18,0,17,13,6,8,15,74
207396,MS,M,19,R,GT3,A,0,2,At_home,At_home,2,3,0,no,3,no,3,3,1,3,2,3,28,6,0,18,7,9,17,86
110370,GP,M,20,U,GT3,A,1,1,Hybrid,At_home,2,1,0,yes,2,yes,1,3,3,3,4,1,23,1,20,19,0,13,19,99
930984,MS,F,17,U,LE3,A,2,1,Full_time,At_home,2,5,0,yes,1,no,3,0,2,2,0,4,5,0,17,12,7,11,19,62
725363,GP,M,18,R,LE3,A,3,1,Full_time,Full_time,2,3,0,yes,2,no,1,0,1,2,1,1,26,3,13,14,1,10,15,77
499993,MS,F,15,U,GT3,T,2,2,At_home,Hybrid,1,5,0,no,2,no,1,2,0,0,1,4,1,15,15,3,9,11,15,28
755473,MS,F,15,U,GT3,A,1,2,At_home,At_home,1,4,0,no,2,no,2,4,0,4,4,5,7,0,15,3,0,5,16,29
493747,MS,F,16,R,GT3,T,1,0,Full_time,At_home,0,1,1,yes,3,no,1,1,2,5,1,0,6,7,18,20,1,14,19,98
765074,GP,M,18,U,GT3,T,1,3,Hybrid,At_home,2,3,2,yes,1,no,1,0,3,1,2,0,8,5,13,16,2,12,16,81
758770,MS,M,15,U,GT3,T,0,1,At_home,Hybrid,2,2,0,yes,1,no,2,4,2,5,3,1,16,3,1,15,5,6,15,74
699060,GP,F,15,U,LE3,T,1,1,Full_time,Hybrid,0,1,2,yes,1,yes,1,0,1,1,4,3,16,20,18,0,3,13,18,1
744815,GP,M,14,U,LE3,A,3,1,At_home,Full_time,0,2,1,no,1,no,2,1,4,2,4,1,14,16,19,10,7,14,19,50
386752,GP,F,15,U,LE3,A,0,3,Hybrid,At_home,3,0,0,yes,3,no,3,0,3,0,1,0,20,16,9,2,8,8,13,18
370468,MS,M,15,U,GT3,T,0,1,Hybrid,At_home,2,5,0,yes,1,no,2,3,0,3,3,3,12,6,-1,5,3,3,5,32
700983,GP,M,19,U,LE3,T,1,1,Hybrid,At_home,0,5,0,no,1,yes,2,1,1,2,2,3,9,2,13,5,7,6,12,28
416366,MS,M,20,R,LE3,A,0,2,Full_time,Hybrid,2,0,0,no,2,yes,3,1,0,3,2,3,2,2,6,14,0,8,16,72
796345,GP,M,14,U,LE3,T,0,1,Full_time,Hybrid,2,0,0,yes,2,no,2,3,3,2,0,4,12,15,4,5,1,8,13,22
721931,MS,F,19,U,LE3,A,2,3,Full_time,Hybrid,0,3,1,no,3,yes,2,0,1,1,4,3,16,5,2,0,3,1,4,3
852731,MS,F,18,U,LE3,T,0,0,Full_time,At_home,2,5,0,yes,2,yes,3,1,4,4,0,1,20,0,12,14,6,9,13,72
407744,MS,F,15,U,LE3,T,1,2,Full_time,Full_time,3,2,1,yes,2,yes,1,4,0,4,0,2,13,15,15,19,3,17,18,87
109453,GP,F,20,R,GT3,A,0,0,At_home,Hybrid,2,4,1,yes,2,no,3,4,0,0,3,2,18,8,10,12,4,9,10,55
200369,MS,F,21,U,LE3,T,1,1,Full_time,Full_time,3,2,0,no,2,no,1,3,3,0,5,5,9,2,19,13,2,11,18,73
521137,MS,F,15,U,GT3,T,0,1,Full_time,Hybrid,3,5,0,yes,1,no,1,0,2,2,2,3,26,11,19,11,7,14,17,75
428613,GP,F,20,R,LE3,A,1,0,Full_time,Hybrid,1,2,0,no,2,yes,1,1,0,4,5,3,22,14,1,7,2,8,15,39
196544,GP,F,20,U,GT3,T,0,0,At_home,Full_time,1,3,0,no,2,yes,1,1,3,0,2,0,28,16,12,13,7,13,16,77
297658,GP,M,16,R,LE3,A,2,2,Full_time,Hybrid,0,0,0,yes,2,yes,2,3,0,3,3,4,0,12,14,0,8,8,13,4
911824,GP,F,20,R,LE3,A,1,1,Hybrid,At_home,0,4,0,yes,1,yes,3,0,3,0,0,4,8,5,10,11,5,9,14,63
263249,MS,F,15,R,LE3,T,0,2,Hybrid,Hybrid,2,4,0,yes,3,no,2,0,0,2,4,2,11,4,18,13,1,12,19,61
810542,MS,F,16,R,LE3,A,2,1,Full_time,Hybrid,4,1,3,yes,3,yes,2,1,1,3,5,3,18,11,14,3,6,10,15,22
358155,MS,M,21,R,LE3,A,1,0,At_home,At_home,0,0,0,no,1,no,2,4,1,0,4,4,15,12,18,18,6,17,19,103
860780,GP,F,16,U,GT3,A,1,2,Full_time,Full_time,0,5,1,no,2,no,3,1,3,3,5,3,6,10,0,11,9,7,12,55
612947,MS,M,16,R,LE3,A,2,1,At_home,Hybrid,1,4,0,no,1,no,3,4,3,1,1,4,26,11,1,16,4,10,15,83
158081,GP,M,20,R,GT3,A,0,2,At_home,At_home,2,5,0,no,2,yes,1,2,2,1,4,3,12,6,1,9,4,7,8,48
974819,MS,F,17,R,GT3,A,0,1,At_home,At_home,0,1,0,yes,2,yes,1,0,0,2,2,1,7,14,15,8,7,12,14,40
504322,MS,M,14,R,LE3,A,1,3,At_home,At_home,0,3,1,yes,1,no,3,4,2,2,3,1,17,7,0,1,4,1,7,5
152754,MS,M,16,R,LE3,T,3,0,Hybrid,Full_time,1,3,0,no,1,no,1,1,0,0,2,3,13,0,0,11,3,4,12,63
106878,GP,M,18,R,GT3,T,0,0,At_home,At_home,0,3,0,no,2,yes,3,3,0,0,3,0,2,13,3,4,0,6,12,18
625080,GP,M,17,U,GT3,A,0,1,At_home,Hybrid,0,5,0,yes,1,no,2,0,2,2,3,2,24,13,10,6,5,10,13,36
111367,MS,M,17,R,LE3,T,2,1,At_home,Hybrid,1,0,0,no,2,yes,2,2,3,2,0,4,11,2,4,0,4,3,3,2
663019,GP,M,20,U,LE3,T,1,1,Full_time,Hybrid,0,1,0,no,1,yes,2,0,4,2,4,2,3,5,3,4,5,5,5,28
371691,GP,F,15,R,LE3,T,1,3,Hybrid,At_home,2,5,0,yes,3,no,1,3,0,5,5,2,27,17,17,1,7,11,18,7
986121,MS,F,20,R,LE3,T,0,2,Hybrid,Hybrid,2,4,0,yes,1,yes,1,1,0,5,1,2,8,20,12,4,4,11,19,25
652856,GP,F,14,R,LE3,A,1,2,Hybrid,Hybrid,1,2,0,yes,3,yes,1,1,0,1,5,0,5,17,6,4,7,9,16,28
620480,GP,F,21,R,LE3,A,3,2,Full_time,Hybrid,3,2,0,no,1,yes,2,3,3,4,1,1,2,16,11,8,1,12,15,38
425051,GP,M,21,U,GT3,T,1,1,At_home,Full_time,0,3,0,no,1,no,2,4,1,2,1,3,8,3,12,2,4,7,13,21
674500,MS,M,14,U,GT3,T,0,2,At_home,Hybrid,0,3,0,yes,1,yes,3,3,0,2,2,1,9,7,17,6,5,10,16,25
797691,GP,M,15,R,GT3,T,2,0,At_home,At_home,3,3,0,yes,3,no,1,1,0,1,3,0,0,11,19,17,1,16,19,87
950811,GP,M,18,U,LE3,T,1,2,Hybrid,At_home,0,2,0,yes,3,no,1,0,2,4,4,3,20,0,17,16,7,13,18,80
759498,MS,M,15,R,GT3,T,3,2,Hybrid,Full_time,2,1,0,no,3,yes,3,4,3,0,0,1,23,14,15,11,3,15,15,59
278184,GP,M,18,U,GT3,T,2,1,Hybrid,At_home,0,3,0,no,1,yes,1,3,2,0,1,1,1,16,6,9,0,10,16,49
304301,GP,M,20,U,LE3,T,1,0,At_home,At_home,2,4,0,yes,1,no,1,1,3,2,4,1,13,13,19,8,7,13,18,38
242466,GP,M,17,U,LE3,T,1,0,Hybrid,Full_time,1,6,0,no,2,no,2,4,0,1,0,4,28,9,16,13,10,12,16,62
