student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paidTuition,activities,free_time,going_out,mobile_time,tv_watch_time,health,absences,G1,G2,G3,no_of_hours,Average_Grade,Max_Score,G4
129347,GP,F,17,R,LE3,T,0,2,Hybrid,Hybrid,0,0,0,yes,2,yes,1,4,2,4,4,1,8,19,12,11,1,13,19,63
645537,GP,M,20,U,LE3,T,0,1,Hybrid,Hybrid,2,5,0,yes,2,yes,1,0,0,4,3,4,24,15,3,17,1,12,18,102
546674,GP,F,20,R,GT3,A,1,0,At_home,Hybrid,1,5,0,no,3,yes,2,3,0,0,2,4,26,17,13,10,8,14,18,55
316265,GP,M,20,R,GT3,A,1,1,At_home,Full_time,0,2,1,yes,1,no,2,1,1,3,2,2,28,6,9,14,8,10,13,74
581712,GP,F,19,U,GT3,A,1,3,Full_time,Full_time,3,0,0,no,1,no,3,2,2,0,4,0,3,5,12,11,6,10,12,60
213346,MS,M,19,U,GT3,T,1,0,At_home,Hybrid,1,1,3,yes,3,yes,2,2,3,4,3,3,9,9,5,20,5,11,18,96
969874,MS,M,15,U,LE3,T,0,1,Full_time,Hybrid,2,0,1,no,3,yes,3,0,1,3,0,0,4,18,15,19,0,18,18,101
992213,MS,M,16,R,GT3,T,0,2,Full_time,At_home,1,0,0,yes,1,no,3,1,3,0,1,3,20,5,2,10,10,6,12,66
496018,MS,M,18,U,GT3,T,1,2,Full_time,Hybrid,0,5,0,yes,1,yes,1,0,3,5,2,1,26,13,7,7,1,9,13,42
987858,MS,M,15,R,LE3,A,1,2,Full_time,Hybrid,4,1,0,yes,2,no,3,1,3,4,1,2,16,17,9,4,7,10,18,34
735374,MS,F,19,U,GT3,A,1,0,At_home,At_home,0,5,0,yes,3,yes,3,0,0,3,0,3,5,11,12,0,3,7,14,1
856120,GP,M,15,U,GT3,T,1,0,At_home,Full_time,3,2,0,yes,3,yes,3,2,1,2,2,3,21,13,19,9,2,14,17,43
380177,MS,F,20,R,GT3,T,0,1,Hybrid,Hybrid,1,0,0,yes,2,no,3,1,2,1,4,1,17,5,9,4,6,5,10,27
659376,GP,F,15,R,LE3,T,0,0,Hybrid,At_home,4,6,0,yes,1,yes,1,1,0,0,2,5,18,9,7,12,6,9,13,67
733289,MS,F,19,R,GT3,A,1,1,Hybrid,Hybrid,3,1,0,yes,3,yes,2,2,2,0,3,4,11,12,1,13,8,10,12,61
903959,MS,M,21,U,LE3,T,0,0,At_home,Full_time,0,0,0,no,2,yes,2,0,3,5,1,1,0,14,12,8,1,11,14,35
403149,GP,F,21,R,GT3,A,2,1,At_home,At_home,1,4,0,yes,3,yes,3,0,3,0,0,2,14,12,10,11,5,11,10,65
840594,MS,M,20,R,GT3,A,1,1,At_home,Hybrid,1,3,0,yes,3,yes,2,3,3,3,4,1,1,9,14,0,5,7,13,-1
366550,GP,F,16,U,LE3,A,2,2,Hybrid,Hybrid,3,1,0,yes,3,yes,1,0,2,5,1,4,2,1,0,8,5,2,8,35
544977,GP,F,19,U,GT3,A,1,2,Full_time,Hybrid,3,4,0,yes,2,yes,3,2,1,4,3,5,12,5,12,2,2,7,14,10
194538,GP,M,14,U,LE3,T,3,1,At_home,Full_time,3,0,0,no,3,no,2,4,0,3,0,2,26,1,9,8,2,5,9,39
555563,GP,F,15,U,LE3,T,1,1,Hybrid,Full_time,2,0,0,no,3,no,1,4,1,0,5,4,7,0,3,19,9,8,18,92
828487,GP,F,18,U,LE3,T,0,2,Full_time,Hybrid,2,0,0,yes,3,no,2,1,0,0,0,4,13,20,5,13,3,12,19,70
234191,MS,M,19,R,LE3,T,0,1,At_home,Hybrid,4,0,0,no,1,no,1,4,0,2,3,4,23,13,10,6,8,10,12,34
871448,GP,M,14,U,LE3,T,0,3,Hybrid,At_home,4,1,0,no,2,yes,1,2,3,0,4,4,28,19,17,1,9,13,18,17
158935,MS,F,17,U,GT3,T,1,2,Full_time,Full_time,0,2,0,yes,2,no,2,0,1,0,0,1,14,20,3,17,7,14,19,100
878247,MS,F,19,R,LE3,A,0,0,At_home,Hybrid,1,4,0,no,1,no,2,0,2,3,3,1,0,12,0,17,9,9,15,71
158327,GP,F,16,U,LE3,T,1,0,At_home,Full_time,2,3,0,yes,3,no,1,0,1,1,2,3,0,1,6,3,4,3,8,9
945526,MS,M,15,R,LE3,A,1,1,Hybrid,Hybrid,3,0,1,yes,2,yes,3,5,2,0,4,0,16,0,20,18,3,12,18,94
842769,GP,F,14,U,LE3,T,1,1,Hybrid,Full_time,3,0,1,no,2,yes,2,2,3,3,2,1,6,13,3,2,6,7,12,14
201815,GP,M,18,R,GT3,T,3,0,At_home,At_home,4,1,3,no,1,yes,1,4,2,0,5,4,17,18,12,14,6,14,19,74
464276,GP,M,14,U,GT3,T,2,0,Full_time,Hybrid,3,4,0,yes,1,no,1,4,1,1,5,0,5,0,17,1,0,7,16,13
444629,MS,M,20,R,GT3,A,1,1,Hybrid,Hybrid,0,6,0,no,1,yes,2,4,1,4,0,2,27,15,4,8,4,8,15,42
197196,GP,M,20,R,GT3,A,1,1,At_home,Hybrid,3,1,0,no,3,no,3,1,1,3,3,0,18,0,17,12,7,8,16,73
207396,GP,M,19,U,GT3,A,0,2,Full_time,Full_time,2,4,0,no,3,no,3,4,0,3,2,3,29,6,0,19,7,8,17,92
110370,MS,M,20,U,GT3,A,1,0,Full_time,Hybrid,3,0,0,yes,1,yes,1,4,4,2,3,1,22,0,20,19,1,13,20,102
930984,MS,F,17,R,LE3,T,1,1,Full_time,Full_time,2,4,0,yes,1,no,2,0,2,2,0,4,4,0,18,11,7,10,19,62
725363,GP,M,18,U,GT3,T,2,2,Hybrid,Full_time,1,4,0,no,2,yes,1,0,0,2,1,1,25,2,13,13,2,9,15,73
499993,MS,F,15,U,GT3,A,2,2,Full_time,Hybrid,0,4,0,yes,3,no,1,2,0,0,0,3,2,13,15,5,8,11,15,30
755473,GP,F,15,U,LE3,T,1,1,Hybrid,Full_time,1,4,0,no,2,no,2,4,0,3,4,5,9,0,15,2,1,5,14,20
493747,MS,F,16,R,GT3,A,2,0,Full_time,At_home,0,2,2,no,2,no,1,2,2,4,2,1,7,7,18,19,1,15,19,103
765074,MS,M,18,R,LE3,T,0,2,At_home,At_home,3,3,1,no,3,no,1,0,3,2,2,1,7,5,13,15,2,12,15,78
758770,MS,M,15,R,GT3,A,0,1,Hybrid,At_home,3,2,0,yes,2,no,2,4,1,5,4,0,15,2,0,14,5,5,14,71
699060,GP,F,15,R,GT3,A,1,1,Full_time,Full_time,0,0,1,yes,3,no,1,0,2,1,4,3,16,19,19,0,2,13,18,1
744815,MS,M,14,U,LE3,T,3,1,Hybrid,Hybrid,0,2,0,yes,2,yes,3,0,4,3,4,0,14,15,17,9,7,14,18,48
386752,GP,F,15,U,GT3,A,0,3,At_home,At_home,4,0,0,no,3,yes,2,0,2,0,2,0,19,16,8,2,7,7,14,14
370468,MS,M,15,R,GT3,A,0,1,At_home,Hybrid,3,4,0,yes,1,no,2,4,1,2,4,2,14,5,0,5,3,3,6,29
700983,MS,M,19,R,GT3,A,1,1,Hybrid,Full_time,0,4,0,yes,1,yes,2,1,1,2,3,3,8,2,13,6,8,7,11,27
416366,GP,M,20,R,GT3,T,0,2,Hybrid,Full_time,2,0,0,yes,2,yes,3,0,0,2,2,3,1,2,7,14,0,7,16,76
796345,MS,M,14,R,GT3,T,0,0,At_home,Hybrid,2,1,0,yes,3,no,3,2,2,2,0,4,13,14,4,5,2,7,13,28
721931,GP,F,19,R,LE3,T,3,3,Full_time,Full_time,0,2,1,yes,3,no,3,1,2,1,4,3,16,5,1,0,3,1,4,1
852731,GP,F,18,R,GT3,T,0,1,Hybrid,Hybrid,2,4,1,no,3,no,2,0,3,4,0,1,21,0,13,13,6,8,14,73
407744,GP,F,15,R,LE3,T,2,3,Hybrid,At_home,2,2,0,no,2,no,1,4,0,4,0,2,14,16,15,18,3,16,18,93
109453,GP,F,20,R,GT3,T,0,0,Full_time,Full_time,1,4,1,no,1,yes,1,3,0,0,4,3,18,7,8,11,4,9,9,53
200369,GP,F,21,U,LE3,A,2,0,Hybrid,Full_time,2,2,0,yes,2,no,3,2,3,0,5,5,10,1,17,14,1,10,17,68
521137,GP,F,15,U,LE3,T,0,2,Hybrid,Full_time,4,5,0,no,2,no,3,0,2,2,1,3,25,10,17,12,6,13,18,76
428613,MS,F,20,R,GT3,T,1,1,At_home,Full_time,2,2,0,no,3,yes,2,1,1,4,5,4,22,15,1,7,2,7,16,36
196544,GP,F,20,R,LE3,A,0,0,Full_time,Full_time,1,4,0,yes,3,no,2,1,3,0,2,0,27,17,12,14,7,13,16,78
297658,MS,M,16,U,GT3,A,3,2,Hybrid,Hybrid,0,0,0,no,2,no,3,2,0,3,3,5,0,11,14,1,8,9,14,2
911824,GP,F,20,R,GT3,T,1,1,At_home,At_home,0,4,0,yes,3,no,3,1,3,0,0,5,6,6,9,11,6,9,14,65
263249,GP,F,15,U,LE3,A,0,2,At_home,Hybrid,2,4,0,yes,1,no,2,0,1,1,3,2,10,5,17,13,0,12,18,62
810542,GP,F,16,R,LE3,T,3,1,At_home,At_home,4,2,2,no,2,no,3,2,1,3,4,3,19,12,16,5,6,11,14,27
358155,MS,M,21,R,LE3,T,0,1,Hybrid,Hybrid,1,0,0,no,1,yes,2,4,1,0,4,5,15,13,17,18,5,17,19,105
860780,GP,F,16,R,GT3,T,1,1,At_home,Full_time,1,5,1,yes,3,yes,3,1,4,4,4,4,5,9,0,11,9,8,12,58
612947,MS,M,16,R,GT3,T,1,1,Hybrid,Full_time,1,4,0,yes,2,yes,3,3,2,0,2,3,25,10,3,15,3,10,15,77
158081,GP,M,20,R,GT3,A,1,3,Full_time,Full_time,2,5,0,no,3,no,3,2,2,1,4,3,15,6,1,8,4,6,8,42
974819,MS,F,17,R,GT3,T,0,1,Hybrid,Full_time,0,1,0,yes,2,yes,3,0,0,2,1,1,7,12,16,9,7,10,14,41
504322,GP,M,14,U,GT3,T,2,3,At_home,Full_time,0,2,1,no,3,yes,2,4,1,2,3,1,17,7,0,0,5,2,8,2
152754,GP,M,16,R,GT3,A,2,0,Full_time,Full_time,1,3,0,no,1,no,3,2,0,0,3,3,13,0,0,11,3,3,11,64
106878,MS,M,18,U,LE3,T,0,0,Hybrid,At_home,0,3,0,no,3,no,2,4,1,0,3,0,2,13,2,2,1,7,11,17
625080,GP,M,17,R,LE3,A,0,1,Full_time,Hybrid,0,5,0,yes,1,yes,2,0,1,2,4,2,25,13,10,6,6,9,13,33
111367,MS,M,17,U,GT3,T,2,2,Full_time,Full_time,0,0,0,yes,3,yes,1,3,2,1,0,4,13,2,5,0,4,2,3,6
663019,MS,M,20,R,LE3,T,0,1,Hybrid,At_home,0,0,0,no,2,no,2,1,3,2,5,2,1,3,4,6,6,4,5,28
371691,MS,F,15,R,GT3,A,1,2,Hybrid,Hybrid,2,6,0,yes,3,no,2,3,0,5,4,3,27,18,16,0,8,11,19,6
986121,GP,F,20,U,LE3,T,0,2,At_home,At_home,2,4,0,yes,1,yes,3,2,0,5,2,2,9,20,11,5,4,12,20,22
652856,GP,F,14,U,LE3,A,2,2,At_home,Hybrid,2,2,0,yes,2,no,1,2,0,1,4,0,4,17,5,4,7,8,16,29
620480,MS,F,21,R,GT3,T,2,1,Full_time,Hybrid,2,3,1,no,3,no,3,3,3,3,0,2,1,16,11,9,0,12,16,36
425051,MS,M,21,U,GT3,A,1,1,Full_time,At_home,0,4,0,no,3,yes,1,3,0,1,2,2,7,3,12,2,5,6,13,16
674500,MS,M,14,U,LE3,A,0,3,Hybrid,Hybrid,0,2,0,no,1,no,3,3,0,2,2,1,10,6,16,6,6,11,16,27
797691,MS,M,15,R,LE3,T,2,0,Hybrid,Full_time,2,2,0,no,3,yes,2,2,0,1,4,0,2,12,19,16,1,16,19,86
950811,GP,M,18,R,LE3,A,1,2,Hybrid,At_home,1,2,0,yes,3,yes,2,1,2,4,3,4,21,0,17,15,8,13,18,86
759498,GP,M,15,U,LE3,T,3,3,Hybrid,At_home,2,0,0,no,3,yes,1,3,2,0,1,1,24,15,15,10,3,14,14,61
278184,GP,M,18,R,GT3,T,2,2,Hybrid,Hybrid,0,2,0,no,2,no,2,2,1,0,1,2,4,17,7,10,0,9,16,46
304301,MS,M,20,U,GT3,A,0,0,Full_time,Hybrid,2,3,0,yes,3,no,1,1,2,2,4,1,13,13,19,7,7,13,18,34
